,Comunidad Autónoma,Forma jurídica,Sociedades o Capital desembolsado,Año,Número Sociedades/Capital,Población
1708,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2016,19.741,6.466.996
1709,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2015,19.606,6.436.996
1710,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2014,19.849,6.454.440
1711,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2013,19.355,6.495.551
1712,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2012,18.033,6.498.560
1713,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2011,17.768,6.489.680
1714,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2010,16.954,6.458.684
1715,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2009,15.678,6.386.932
1716,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2008,19.77,6.271.638
1717,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2007,26.528,6.081.689
1718,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2006,26.738,6.008.183
1719,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2005,24.616,5.964.143
1720,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2004,23.746,5.804.829
1721,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2003,23.302,5.718.942
1722,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2002,21.946,5.527.152
1723,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2001,19.302,5.372.433
1724,"13 Madrid, Comunidad de",S.L.,Número de Sociedades,2000,21.035,5.205.408
1725,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2022,,6.743.254
1726,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2021,852.646,6.751.251
1727,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2020,,6.779.888
1728,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2019,952.87,6.663.394
1729,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2018,996.102,6.578.079
1730,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2017,,6.507.184
1731,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2016,916.752,6.466.996
1732,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2015,,6.436.996
1733,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2014,,6.454.440
1734,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2013,,6.495.551
1735,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2012,,6.498.560
1736,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2011,985.257,6.489.680
1737,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2010,,6.458.684
1738,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2009,,6.386.932
1739,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2008,,6.271.638
1740,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2007,,6.081.689
1741,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2006,,6.008.183
1742,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2005,,5.964.143
1743,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2004,,5.804.829
1744,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2003,,5.718.942
1745,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2002,,5.527.152
1746,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2001,,5.372.433
1747,"13 Madrid, Comunidad de",S.L.,capital (en miles de euros) desembolsado,2000,,5.205.408
1748,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,1.0,6.743.254
1749,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,6.751.251
1750,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,6.779.888
1751,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,6.663.394
1752,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,1.0,6.578.079
1753,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,1.0,6.507.184
1754,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,1.0,6.466.996
1755,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,2.0,6.436.996
1756,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,4.0,6.454.440
1757,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,6.495.551
1758,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,6.0,6.498.560
1759,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,4.0,6.489.680
1760,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,2.0,6.458.684
1761,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,2.0,6.386.932
1762,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,6.0,6.271.638
1763,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,2.0,6.081.689
1764,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,4.0,6.008.183
1765,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,19.0,5.964.143
1766,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,2.0,5.804.829
1767,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,1.0,5.718.942
1768,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,6.0,5.527.152
1769,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,4.0,5.372.433
1770,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,6.0,5.205.408
1771,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,914.0,6.743.254
1772,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,6.751.251
1773,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,6.779.888
1774,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,6.663.394
1775,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,8.0,6.578.079
1776,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,1.0,6.507.184
1777,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,3.0,6.466.996
1778,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,63.0,6.436.996
1779,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,47.0,6.454.440
1780,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,6.495.551
1781,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,35.0,6.498.560
1782,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,371.0,6.489.680
1783,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,35.0,6.458.684
1784,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,15.0,6.386.932
1785,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,1.317,6.271.638
1786,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,8.0,6.081.689
1787,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,70.0,6.008.183
1788,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,18.0,5.964.143
1789,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,197.0,5.804.829
1790,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,6.0,5.718.942
1791,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,0.0,5.527.152
1792,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,1.622,5.372.433
1793,"13 Madrid, Comunidad de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,4.0,5.205.408
1794,"14 Murcia, Región de",S.A.,Número de Sociedades,2022,4.0,1.529.658
1795,"14 Murcia, Región de",S.A.,Número de Sociedades,2021,3.0,1.518.486
1796,"14 Murcia, Región de",S.A.,Número de Sociedades,2020,5.0,1.511.251
1797,"14 Murcia, Región de",S.A.,Número de Sociedades,2019,10.0,1.493.898
1798,"14 Murcia, Región de",S.A.,Número de Sociedades,2018,9.0,1.478.509
1799,"14 Murcia, Región de",S.A.,Número de Sociedades,2017,7.0,1.470.273
1800,"14 Murcia, Región de",S.A.,Número de Sociedades,2016,7.0,1.464.847
1801,"14 Murcia, Región de",S.A.,Número de Sociedades,2015,12.0,1.467.288
1802,"14 Murcia, Región de",S.A.,Número de Sociedades,2014,7.0,1.466.818
1803,"14 Murcia, Región de",S.A.,Número de Sociedades,2013,7.0,1.472.049
1804,"14 Murcia, Región de",S.A.,Número de Sociedades,2012,7.0,1.474.449
1805,"14 Murcia, Región de",S.A.,Número de Sociedades,2011,11.0,1.470.069
1806,"14 Murcia, Región de",S.A.,Número de Sociedades,2010,10.0,1.461.979
1807,"14 Murcia, Región de",S.A.,Número de Sociedades,2009,22.0,1.446.520
1808,"14 Murcia, Región de",S.A.,Número de Sociedades,2008,24.0,1.426.109
1809,"14 Murcia, Región de",S.A.,Número de Sociedades,2007,36.0,1.392.117
1810,"14 Murcia, Región de",S.A.,Número de Sociedades,2006,43.0,1.370.306
1811,"14 Murcia, Región de",S.A.,Número de Sociedades,2005,56.0,1.335.792
1812,"14 Murcia, Región de",S.A.,Número de Sociedades,2004,33.0,1.294.694
1813,"14 Murcia, Región de",S.A.,Número de Sociedades,2003,51.0,1.269.230
1814,"14 Murcia, Región de",S.A.,Número de Sociedades,2002,46.0,1.226.993
1815,"14 Murcia, Región de",S.A.,Número de Sociedades,2001,58.0,1.190.378
1816,"14 Murcia, Región de",S.A.,Número de Sociedades,2000,53.0,1.149.328
1817,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2022,736.0,1.529.658
1818,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2021,578.0,1.518.486
1819,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2020,542.0,1.511.251
1820,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2019,1.36,1.493.898
1821,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2018,10.17,1.478.509
1822,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2017,336.0,1.470.273
1823,"14 Murcia, Región de",S.A.,capital (en miles de euros) desembolsado,2016,11.01,1.464.847
